Displacement (mm),Force (N),Time (s)
-0.0021981887667433223,-6.642711731519014,0.022460938
-0.002200086006431403,-6.601987988897781,0.030273438
-0.0022019836574485477,-6.563059636209975,0.038085938
-0.0022038810010886803,-6.5261667344518655,0.045898438
-0.0022057774970449134,-6.491533212429645,0.053710938
-0.0022076727391158956,-6.459361453253163,0.061523438
-0.0022095663673500055,-6.42982617787933,0.069335938
-0.0022114579633741947,-6.403067243014312,0.077148438
-0.0022133469755914927,-6.379184395532494,0.084960938
-0.002215232700708868,-6.35823832768964,0.092773438
-0.002217114323523975,-6.340255847669633,0.10058594
-0.0022189909969238635,-6.325234798248861,0.10839844
-0.0022208619219253076,-6.313149995898521,0.11621094
-0.00222272638735674,-6.303963511675274,0.12402344
-0.002224583750794997,-6.297637885492115,0.13183594
-0.002226433383343772,-6.294147443115007,0.13964844
-0.0022282746227145415,-6.293484719329498,0.14746094
-0.0022301067533024854,-6.29565993086049,0.15527344
-0.002231929007618609,-6.30069368348464,0.16308594
-0.002233740573510718,-6.308607454061539,0.17089844
-0.0022355405888491095,-6.3194166704859285,0.17871094
-0.0022373281424749006,-6.333127842992319,0.18652344
-0.0022391023225430133,-6.349736650106284,0.19433594
-0.0022408622761317474,-6.369222363331826,0.20214844
-0.002242607185041609,-6.39153871003403,0.20996094
-0.002244336168756028,-6.416605647172251,0.21777344
-0.0022460482249008996,-6.444303041473383,0.22558594
-0.0022477422389086126,-6.474465724892588,0.23339844
-0.002249417014312667,-6.50688364061028,0.24121094
-0.0022510713077503477,-6.5413077853850305,0.24902344
-0.0022527038774214493,-6.5774575417486325,0.25683594
-0.00225431352683517,-6.615027769075927,0.26464844
-0.0022558991125098044,-6.653696559229882,0.27246094
-0.0022574595082172763,-6.693131140937102,0.28027344
-0.0022589935583220045,-6.7329879182994805,0.28808594
-0.002260500081261999,-6.772909923421697,0.29589844
-0.0022619779389454055,-6.812533802760119,0.30371094
-0.0022634260949185438,-6.851509843309191,0.31152344
-0.002264843607539404,-6.889518351051668,0.31933594
-0.0022662296195027796,-6.926270527182079,0.32714844
-0.0022675833986718,-6.9615022664746995,0.33496094
-0.0022689043870711433,-6.994970201628531,0.34277344
-0.0022701922032809193,-7.026451474920795,0.35058594
-0.0022714465945141557,-7.055744499293081,0.35839844
-0.002272667371440364,-7.082666556585704,0.36621094
-0.002273854369643322,-7.1070490942808995,0.37402344
-0.0022750074465674496,-7.1287339231295945,0.38183594
-0.0022761264845534103,-7.147568664732093,0.38964844
-0.0022772113879822708,-7.1633992582122294,0.39746094
-0.0022782621018900243,-7.176063728812714,0.40527344
-0.0022792786625526066,-7.185394307260299,0.41308594
-0.0022802612291567383,-7.191226025381257,0.42089844
-0.002281210051546022,-7.193402499143882,0.42871094
-0.0022821254012990754,-7.191777808890168,0.43652344
-0.0022830075181898197,-7.1862180031032885,0.44433594
-0.0022838565921050424,-7.176598728752914,0.45214844
-0.0022846727738245376,-7.1627963008979245,0.45996094
-0.002285456203452253,-7.144679110136033,0.46777344
-0.0022862070498407155,-7.122106535218729,0.47558594
-0.002286925555672659,-7.094931628386374,0.48339844
-0.0022876120768826427,-7.063002107210688,0.49121094
-0.0022882670973851283,-7.026164451640317,0.49902344
-0.0022888912122782765,-6.984276223117162,0.50683594
-0.0022894850997392463,-6.937221274607222,0.51464844
-0.002290049486524212,-6.884920101383919,0.52246094
-0.002290585085739508,-6.827332655948489,0.53027344
-0.0022910925434725103,-6.764455479896517,0.53808594
-0.0022915724669139836,-6.696316745392819,0.54589844
-0.002292025512705505,-6.622970207108915,0.55371094
-0.002292452451428656,-6.544488653424123,0.56152344
-0.002292854180179601,-6.460959472399337,0.56933594
-0.0022932317097741923,-6.372486241979206,0.57714844
-0.0022935861462136248,-6.279197794646467,0.58496094
-0.0022939186633878553,-6.1812573588609165,0.59277344
-0.0022942304786164854,-6.078865628365966,0.60058594
-0.0022945228725814917,-5.972260199036412,0.60839844
-0.0022947972591848454,-5.861711665422838,0.61621094
-0.0022950552502539997,-5.7475173489204785,0.62402344
-0.0022952986853951337,-5.6299986794677945,0.63183594
-0.0022955296464765534,-5.509503400783393,0.63964844
-0.0022957504585155815,-5.386408258918421,0.64746094
-0.002295963658075296,-5.261117001193604,0.65527344
-0.002296171932718428,-5.134053768374928,0.66308594
-0.00229637805048978,-5.005661514666215,0.67089844
-0.0022965847942467504,-4.8764089244570545,0.67871094
-0.0022967949205053785,-4.746795377891077,0.68652344
-0.002297011159404594,-4.617344453129462,0.69433594
-0.002297236247876008,-4.488585259392951,0.70214844
-0.002297472961692433,-4.361030486988934,0.70996094
-0.0022977241046132344,-4.235162613517323,0.71777344
-0.002297992461319368,-4.111428651919825,0.72558594
-0.002298280773739457,-3.990237669775071,0.73339844
-0.002298591762087542,-3.8719602076404627,0.74121094
-0.002298928158082937,-3.7569291837762937,0.74902344
-0.0022992927315412617,-3.6454401035858175,0.75683594
-0.0022996883115752485,-3.537752510543762,0.76464844
-0.002300117789701552,-3.434093784131301,0.77246094
-0.002300584081944926,-3.3346609325807166,0.78027344
-0.002301090055794494,-3.2396211605336576,0.78808594
-0.002301638453950677,-3.149115479472862,0.79589844
-0.002302231828490448,-3.0632619101630545,0.80371094
-0.0023028724972455838,-2.9821557637348324,0.81152344
-0.0023035625607384052,-2.9058705711237143,0.81933594
-0.002304303986323266,-2.834459312750906,0.82714844
-0.002305098704543461,-2.767954556542413,0.83496094
-0.002305948657435678,-2.7063703848248233,0.84277344
-0.002306855773321015,-2.649705775120343,0.85058594
-0.002307821899424311,-2.597945695131324,0.85839844
-0.0023088487530035767,-2.551060301844962,0.86621094
-0.002309937902430177,-2.509005002199181,0.87402344
-0.0023110907566779386,-2.4717222716179346,0.88183594
-0.002312308571827379,-2.4391451136010183,0.88964844
-0.0023135924890724186,-2.411199601860307,0.89746094
-0.002314943584525239,-2.3878040920999366,0.90527344
-0.0023163629019668946,-2.368869243942051,0.91308594
-0.002317851464245537,-2.354302448885201,0.92089844
-0.0023194102738059606,-2.3440117944308354,0.92871094
-0.002321040306555355,-2.3379051026391813,0.93652344
-0.00232274249780719,-2.335886288791643,0.94433594
-0.0023245177239875634,-2.337852598057643,0.95214844
-0.0023263667883687373,-2.343694021716803,0.95996094
-0.0023282904147561524,-2.3532939041371623,0.96777344
-0.00233028924946482,-2.3665280557666697,0.97558594
-0.0023323638819097684,-2.383260977185867,0.98339844
-0.0023345148886827734,-2.403342947656234,0.99121094
-0.002336742862569994,-2.4266128084587444,0.99902344
-0.0023390483839478646,-2.452903377488751,1.0068359
-0.0023414319579266435,-2.4820428343077205,1.0146484
-0.0023438939705408605,-2.5138527489177784,1.0224609
-0.0023464346810281467,-2.5481459826551713,1.0302734
-0.00234905424382488,-2.5847236278018446,1.0380859
-0.002351752764616509,-2.6233731208820634,1.0458984
-0.002354530383716565,-2.6638706122633877,1.0537109
-0.002357387343194081,-2.7059842464067256,1.0615234
-0.0023603240035361107,-2.749475966573137,1.0693359
-0.0023633408211091705,-2.7941034248440206,1.0771484
-0.002366438309213801,-2.8396211520878536,1.0849609
-0.002369616992732215,-2.885779028305639,1.0927734
-0.0023728773606003914,-2.9323217378323663,1.1005859
-0.00237621982344773,-2.9789960445454446,1.1083984
-0.002379644694865824,-3.0255616228294864,1.1162109
-0.0023831522114689447,-3.0717942778089236,1.1240234
-0.0023867425711353693,-3.1174840290696464,1.1318359
-0.002390415950226106,-3.162436444949559,1.1396484
-0.0023941725073900995,-3.2064744591890704,1.1474609
-0.002398012416686713,-3.2494376920710084,1.1552734
-0.002401935924635128,-3.2911847279446587,1.1630859
-0.002405943381691308,-3.3315982107283624,1.1708984
-0.0024100352205435565,-3.3705852245477117,1.1787109
-0.0024142118867169176,-3.4080720675931584,1.1865234
-0.002418473757698776,-3.4439984736591254,1.1943359
-0.002422821110937027,-3.4783158055170063,1.2021484
-0.002427254160824427,-3.5109913982776417,1.2099609
-0.0024317731173870063,-3.5420151489699223,1.2177734
-0.0024363782236895,-3.5714028405394678,1.2255859
-0.0024410697755464263,-3.599196640069741,1.2333984
-0.0024458481278573294,-3.6254655237932023,1.2412109
-0.002450713663733561,-3.6503063562805163,1.2490234
-0.0024556667187712235,-3.673842301958838,1.2568359
-0.002460707496942228,-3.6962120507726945,1.2646484
-0.002465836035344721,-3.7175538755343664,1.2724609
-0.002471052256067269,-3.7379993343791154,1.2802734
-0.0024763560605157043,-3.7576782260057753,1.2880859
-0.0024817473801885203,-3.776721578178478,1.2958984
-0.0024872261962089136,-3.7952561850025877,1.3037109
-0.002492792588999625,-3.8133936819938947,1.3115234
-0.002498446778605899,-3.8312218056195015,1.3193359
-0.002504189091406934,-3.8488082047111587,1.3271484
-0.0025100199091522392,-3.8662140805492085,1.3349609
-0.0025159396778379403,-3.88350197876742,1.3427734
-0.002521948930333398,-3.9007342029106615,1.3505859
-0.002528048251344711,-3.917969687006291,1.3583984
-0.0025342382204996223,-3.9352614416116674,1.3662109
-0.0025405194036376842,-3.9526551088603523,1.3740234
