Displacement (mm),Force (N),Time (s)
-0.0023011697323170282,-7.452710635491887,0.021484375
-0.002298751650446236,-7.443820530396083,0.029296875
-0.0022961488496415134,-7.434865295166843,0.037109375
-0.0022933609293703558,-7.425918996796223,0.044921875
-0.0022903877332954153,-7.417046920724383,0.052734375
-0.0022872293215145784,-7.408298746617761,0.060546875
-0.0022838860024737727,-7.399702246079732,0.068359375
-0.0022803583828930776,-7.391261759767966,0.076171875
-0.002276647359146426,-7.382960225374733,0.083984375
-0.0022727540563515867,-7.374762200717019,0.091796875
-0.0022686798080367556,-7.366618784265691,0.099609375
-0.0022644261907297614,-7.3584739582469645,0.10742188
-0.002259995034542752,-7.3502697803899295,0.11523438
-0.00225538840625035,-7.341949043387755,0.12304688
-0.0022506086271235747,-7.333455572773284,0.13085938
-0.002245658320502532,-7.324733850478891,0.13867188
-0.0022405404183545538,-7.315728027860874,0.14648438
-0.002235258108481015,-7.306379097105446,0.15429688
-0.002229814790565091,-7.296621991202701,0.16210938
-0.0022242140787486256,-7.286384231653001,0.16992188
-0.002218459802084842,-7.27558602961688,0.17773438
-0.002212555964112692,-7.26414281911794,0.18554688
-0.0022065066924776477,-7.2519704730446435,0.19335938
-0.0022003162000719285,-7.2389929235109225,0.20117188
-0.0021939887280249233,-7.225152646247689,0.20898438
-0.002187528484092371,-7.210420106028643,0.21679688
-0.0021809396382377402,-7.194794146205768,0.22460938
-0.002174226380536268,-7.178293056371131,0.23242188
-0.002167392999160187,-7.160945578031235,0.24023438
-0.0021604439523960793,-7.142786973768301,0.24804688
-0.00215338391367017,-7.123859097557297,0.25585938
-0.0021462177572852486,-7.104214754338851,0.26367188
-0.0021389505001204886,-7.083924284383676,0.27148438
-0.0021315872776302854,-7.063076993341055,0.27929688
-0.002124133367038674,-7.041773316212497,0.28710938
-0.002116594178148698,-7.0201133140906755,0.29492188
-0.0021089751705869885,-6.998190337349467,0.30273438
-0.0021012817337697264,-6.976093745868913,0.31054688
-0.002093519097626071,-6.953917210448402,0.31835938
-0.0020856923226595142,-6.9317649764396165,0.32617188
-0.0020778063626808586,-6.909755692319156,0.33398438
-0.0020698661508052755,-6.888026329772477,0.34179688
-0.0020618766461569307,-6.866729626347909,0.34960938
-0.0020538428172292714,-6.846021905587017,0.35742188
-0.0020457696039270752,-6.82605050733424,0.36523438
-0.0020376619095712986,-6.806948065972303,0.37304688
-0.0020295246222414346,-6.788831261268516,0.38085938
-0.002021362622286147,-6.771799085225138,0.38867188
-0.002013180757888116,-6.755928119716566,0.39648438
-0.00200498383979518,-6.74126899152411,0.40429688
-0.001996776719061646,-6.727850190155649,0.41210938
-0.0019885644234485856,-6.715685110324351,0.41992188
-0.0019803522371198423,-6.704774898762552,0.42773438
-0.0019721456511471885,-6.6951090388660575,0.43554688
-0.0019639502392009077,-6.686668714502554,0.44335938
-0.00195577155284164,-6.679430149258147,0.45117188
-0.0019476150781295488,-6.67336410704495,0.45898438
-0.001939486242296228,-6.6684367485804925,0.46679688
-0.0019313904385055783,-6.6646136890466705,0.47460938
-0.001923333046895198,-6.661861521371541,0.48242188
-0.0019153194467510823,-6.660147283725442,0.49023438
-0.001907355012723784,-6.659438264188691,0.49804688
-0.0018994450747626642,-6.659700015505373,0.50585938
-0.0018915948335454138,-6.660892853501948,0.51367188
-0.0018838092581065337,-6.662968104368841,0.52148438
-0.0018760930158672313,-6.665864052888719,0.52929688
-0.0018684504839780141,-6.669504952547661,0.53710938
-0.0018608858263212706,-6.673804773379766,0.54492188
-0.001853403049499047,-6.678668295927947,0.55273438
-0.00184600599011907,-6.6839860608472765,0.56054688
-0.0018386982690239923,-6.689631713684383,0.56835938
-0.0018314832745891377,-6.695465924335713,0.57617188
-0.0018243642051066658,-6.701342059039534,0.58398438
-0.0018173441437970617,-6.707111052737874,0.59179688
-0.0018104261119231697,-6.712626200902572,0.59960938
-0.0018036130604931213,-6.71774914660165,0.60742188
-0.001796907817244405,-6.722358422685584,0.61523438
-0.001790313066314486,-6.726356940897263,0.62304688
-0.001783831419233401,-6.729671663960665,0.63085938
-0.00177746553154816,-6.732246743771486,0.63867188
-0.0017712181481843044,-6.734037703272439,0.64648438
-0.0017650920522928066,-6.735008417583007,0.65429688
-0.001759090018375252,-6.735129159947946,0.66210938
-0.001753214805564082,-6.734376903012333,0.66992188
-0.001747469124426413,-6.732735949452386,0.67773438
-0.0017418555850425067,-6.730195840331579,0.68554688
-0.0017363767029409235,-6.726750963028433,0.69335938
-0.0017310349433115825,-6.722406002127713,0.70117188
-0.0017258327235752397,-6.7171807766107765,0.70898438
-0.0017207723817330633,-6.71110705346539,0.71679688
-0.0017158561570410503,-6.704222318572379,0.72460938
-0.0017110861694387028,-6.696568531975718,0.73242188
-0.0017064643876222114,-6.688193955928049,0.74023438
-0.0017019926272715243,-6.679152201028597,0.74804688
-0.0016976726005197165,-6.669496867614331,0.75585938
-0.0016935059812821006,-6.659274444296459,0.76367188
-0.0016894944468979398,-6.648519958528035,0.77148438
-0.0016856396962959422,-6.637258681514086,0.77929688
-0.0016819434691917772,-6.625512972725292,0.78710938
