Displacement (mm),Force (N),Time (s)
0.004337521431876979,-4.926609253561638,0.021972656
0.004341523291547938,-4.925599084983005,0.029785156
0.0043455753001414585,-4.925143188404657,0.037597656
0.004349676073067781,-4.92519970810915,0.045410156
0.0043538242257087035,-4.925735362394431,0.053222656
0.004358018373992783,-4.926722329965031,0.061035156
0.00436225710997066,-4.928136441260455,0.068847656
0.004366538955183916,-4.929956534452775,0.076660156
0.004370862280473477,-4.9321586364599925,0.084472656
0.004375225245543005,-4.934707567250524,0.092285156
0.00437962581510262,-4.93755289510979,0.10009766
0.004384061826893975,-4.940629005459369,0.10791016
0.004388531059130871,-4.9438575781999035,0.11572266
0.004393031280089237,-4.947153111137312,0.12353516
0.004397560280527398,-4.950430734581868,0.13134766
0.004402115893309523,-4.953613866620384,0.13916016
0.0044066960094270215,-4.956638056208414,0.14697266
0.00441129858956449,-4.959449948086043,0.15478516
0.004415921655978138,-4.962003973588435,0.16259766
0.00442056325442166,-4.964259081992272,0.17041016
0.004425221401692471,-4.966178882537069,0.17822266
0.004429894066176498,-4.967734526968071,0.18603516
0.004434579214758581,-4.9689048459604646,0.19384766
0.004439274881342076,-4.969673417524053,0.20166016
0.004443979189346717,-4.970024848236229,0.20947266
0.004448690339077292,-4.96994176413986,0.21728516
0.004453406611005534,-4.9694054079382015,0.22509766
0.004458126394185929,-4.968402985744096,0.23291016
0.004462848212129865,-4.966940642337356,0.24072266
0.004467570718782034,-4.965053475385546,0.24853516
0.004472292660465047,-4.9628060898295105,0.25634766
0.00447701283179924,-4.960286365934173,0.26416016
0.004481730068488679,-4.957597233491417,0.27197266
0.004486443291640761,-4.9548494078502445,0.27978516
0.0044911515716284664,-4.952157257504155,0.28759766
0.004495854154776584,-4.949637289887024,0.29541016
0.004500550413606247,-4.947404866280381,0.30322266
0.004505239750831219,-4.945566487648232,0.31103516
0.004509921526729761,-4.944213169180703,0.31884766
0.004514595032018282,-4.943422129235155,0.32666016
0.004519259487989583,-4.943263632065652,0.33447266
0.00452391406280783,-4.943803207371728,0.34228516
0.004528557899792649,-4.945098630091362,0.35009766
0.004533190151395218,-4.947200765255084,0.35791016
0.004537810011801942,-4.950158933259381,0.36572266
0.004542416750416042,-4.954021701698038,0.37353516
0.004547009753913077,-4.9588318313870925,0.38134766
0.004551588561984764,-4.9646206915318745,0.38916016
0.004556152869383054,-4.9714042322170995,0.39697266
0.004560702498914297,-4.979182031884693,0.40478516
0.004565237374914298,-4.987939441865737,0.41259766
0.00456975751148122,-4.997648682357892,0.42041016
0.004574263006112015,-5.008268758159301,0.42822266
0.004578754016380123,-5.019748667525342,0.43603516
0.004583230708540987,-5.032032428905782,0.44384766
0.004587693205571862,-5.045061530701621,0.45166016
0.004592141573127357,-5.058775711593703,0.45947266
0.0045965758466924335,-5.0731155716005585,0.46728516
0.0046009960730118,-5.08802637827891,0.47509766
0.004605402329757761,-5.103457036689157,0.48291016
0.004609794701145574,-5.119353044839601,0.49072266
0.004614173230305172,-5.135650935960622,0.49853516
0.0046185379099893285,-5.152278004447618,0.50634766
0.004622888746693562,-5.169153957981051,0.51416016
0.0046272258387040285,-5.186193160656523,0.52197266
0.004631549389148879,-5.203308298105027,0.52978516
0.004635859668079722,-5.220413314366226,0.53759766
0.004640156980631572,-5.237422982138211,0.54541016
0.004644441659918665,-5.2542498852605,0.55322266
0.004648714079155595,-5.270802098250823,0.56103516
0.0046529746756787315,-5.2869838407377,0.56884766
0.004657223984731341,-5.302699838315585,0.57666016
0.004661462692928681,-5.317863605391978,0.58447266
0.0046656917035517815,-5.332406416704434,0.59228516
0.004669912163633284,-5.34628075191931,0.60009766
0.004674125418773938,-5.359457118109548,0.60791016
0.004678332935757615,-5.371917885335766,0.61572266
0.004682536252210244,-5.383650937366969,0.62353516
0.0046867369545451785,-5.394646565944767,0.63134766
0.00469093664988155,-5.404897860970728,0.63916016
0.0046951369185908275,-5.414400857077544,0.64697266
0.004699339254029483,-5.423155122772152,0.65478516
0.004703544999541509,-5.431168796504282,0.66259766
0.004707755299902584,-5.43846747568848,0.67041016
0.004711971078837192,-5.445101126004045,0.67822266
0.0047161930357827704,-5.451142755292601,0.68603516
0.00472042166040128,-5.456678073361154,0.69384766
0.0047246572856905,-5.461792669667397,0.70166016
0.004728900182705353,-5.466563103630063,0.70947266
0.004733150646213338,-5.4710521309511915,0.71728516
0.00473740901918491,-5.475305607310616,0.72509766
0.004741675666778025,-5.479351957597664,0.73291016
0.004745950942799698,-5.483206826401786,0.74072266
0.004750235169396535,-5.486880775838404,0.74853516
0.004754528631621436,-5.490384042148824,0.75634766
0.004758831586032089,-5.493725546507333,0.76416016
0.004763144277934254,-5.496909314137883,0.77197266
0.004767466957155774,-5.499932113474792,0.77978516
0.004771799883729611,-5.502783985903962,0.78759766
0.004776143315090121,-5.5054531048035535,0.79541016
0.004780497465192056,-5.507930156451341,0.80322266
0.004784862438365245,-5.510204471583533,0.81103516
0.004789238153768446,-5.512257263943202,0.81884766
0.004793624269985514,-5.514060720149786,0.82666016
0.004798020118927435,-5.515578934506694,0.83447266
0.004802424672401537,-5.516767331924483,0.84228516
0.004806836555247767,-5.517576754014738,0.85009766
0.004811254091449392,-5.517963345525618,0.85791016
0.004815675366256087,-5.517896168502993,0.86572266
0.0048200983094703245,-5.51735927884663,0.87353516
0.004824520808266394,-5.516350041828402,0.88134766
0.00482894080682045,-5.5148738967710695,0.88916016
0.004833356323625159,-5.512938878515625,0.89697266
0.004837765377221984,-5.51055383175838,0.90478516
0.004842165866264987,-5.5077288846841075,0.91259766
0.004846555461708024,-5.504473983796804,0.92041016
0.0048509315541703565,-5.500795686586169,0.92822266
0.0048552912583349605,-5.496695898640219,0.93603516
0.0048596314582556015,-5.492172014517632,0.94384766
0.004863948875173591,-5.487217452146151,0.95166016
0.004868240123112484,-5.481823928577582,0.95947266
0.004872501737236041,-5.475986469888503,0.96728516
0.004876730202190938,-5.469710497213023,0.97509766
0.004880921978795948,-5.463017462563931,0.98291016
0.004885073474111815,-5.45594729343864,0.99072266
0.004889180965842104,-5.448557885457719,0.99853516
0.004893240577773697,-5.440920672069221,1.0063477
0.0048972483277317895,-5.433113441230109,1.0141602
0.004901200166264627,-5.425216251293821,1.0219727
0.004905091972989793,-5.4173122922142865,1.0297852
0.004908919585739598,-5.409484176858743,1.0375977
0.004912678913615864,-5.401803665570398,1.0454102
0.004916366056604964,-5.394328261657591,1.0532227
0.004919977332974585,-5.387107828097949,1.0610352
0.004923509206141415,-5.3801906541615585,1.0688477
0.004926958166078498,-5.373622835058094,1.0766602
0.004930320633546556,-5.3674430079258775,1.0844727
0.004933592923357222,-5.361679846210558,1.0922852
0.004936771258754606,-5.3563541251827065,1.1000977
0.004939851819913215,-5.351478495349003,1.1079102
0.004942830812040845,-5.3470556517622,1.1157227
0.004945704525168372,-5.343079251036647,1.1235352
0.004948469339924975,-5.339535309178035,1.1313477
0.004951121657219279,-5.336406767345129,1.1391602
0.004953657786729927,-5.333684276411385,1.1469727
0.00495607385082654,-5.3313741224319555,1.1547852
0.004958365745006573,-5.329495007222156,1.1625977
0.0049605291556250155,-5.328067319394829,1.1704102
0.004962559582044054,-5.327103760577843,1.1782227
0.004964452315003889,-5.326607215426533,1.1860352
0.004966202407585222,-5.326575677506856,1.1938477
0.004967804727211079,-5.327007510100662,1.2016602
0.0049692540913779575,-5.327900115567192,1.2094727
0.004970545386624698,-5.32924409081078,1.2172852
0.004971673588523993,-5.331019227400097,1.2250977
0.004972633674037928,-5.33319278413658,1.2329102
0.0049734205017854475,-5.335718587046643,1.2407227
0.004974028769557768,-5.3385391575347345,1.2485352
0.0049744530857312366,-5.341590343382593,1.2563477
0.004974688106494858,-5.344804620225939,1.2641602
0.004974728638323621,-5.348113406520553,1.2719727
0.004974569625106794,-5.351450336191067,1.2797852
0.004974206042246138,-5.3547532755475755,1.2875977
0.004973632782044215,-5.357963691932384,1.2954102
0.004972844602444125,-5.361027591803015,1.3032227
0.004971836157005586,-5.363899608582164,1.3110352
0.004970602059941526,-5.366545129697425,1.3188477
0.004969136936405429,-5.368938580213537,1.3266602
0.004967435445481176,-5.371058971889358,1.3344727
0.004965492280393509,-5.372881874109053,1.3422852
0.004963302160644394,-5.374372731023293,1.3500977
0.004960859836635505,-5.37548909631587,1.3579102
0.004958160112381293,-5.376187755529399,1.3657227
0.00495519788032158,-5.376427307853592,1.3735352
0.004951968153983923,-5.37616661907438,1.3813477
0.004948466068661325,-5.375362559032621,1.3891602
0.0049446868433653405,-5.373966316837601,1.3969727
0.00494062574486187,-5.371923034439846,1.4047852
0.004936278077436327,-5.369177940599788,1.4125977
0.0049316391650333,-5.365681492580398,1.4204102
0.004926704293417594,-5.361390789686778,1.4282227
0.00492146862321086,-5.356272333057178,1.4360352
0.004915927099986235,-5.350305447135175,1.4438477
0.004910074386453714,-5.343483073919294,1.4516602
0.004903904849538159,-5.335811792544927,1.4594727
0.004897412615034803,-5.327310671961751,1.4672852
0.004890591651194134,-5.3180071836502005,1.4750977
0.004883435824876094,-5.307933716241385,1.4829102
0.00487593892142841,-5.297124622554506,1.4907227
0.004868094677330288,-5.285613052048192,1.4985352
0.004859896858917678,-5.273430655757405,1.5063477
0.004851339356627533,-5.260606087497541,1.5141602
0.0048424162434814785,-5.247160740773695,1.5219727
0.0048331217684765984,-5.233110278972611,1.5297852
0.004823450306423026,-5.2184712480183455,1.5375977
0.004813396331953456,-5.20326207195048,1.5454102
0.004802954443037622,-5.187499093069515,1.5532227
0.004792119386202097,-5.171196561628912,1.5610352
0.004780886044248595,-5.154370262162738,1.5688477
0.004769249395423989,-5.137040148584756,1.5766602
0.004757204460656459,-5.119232624809423,1.5844727
0.004744746250374224,-5.10098341418371,1.5922852
0.004731869747054875,-5.082339279730419,1.6000977
0.0047185699562068235,-5.063355924827205,1.6079102
