Displacement (mm),Force (N),Time (s)
-0.006489064297282462,-9.30712720488885,0.022460938
-0.006420461812901181,-9.133072314615324,0.030273438
-0.0063516761326293785,-8.95597965857472,0.038085938
-0.00628272646211422,-8.776300858844166,0.045898438
-0.006213631899560971,-8.594540959956616,0.053710938
-0.006144411452353589,-8.411246353052219,0.061523438
-0.006075084026404391,-8.22699163891963,0.069335938
-0.0060056683684219046,-8.042370096325378,0.077148438
-0.0059361829857538856,-7.857994024301294,0.084960938
-0.005866646083164319,-7.67450964920403,0.092773438
-0.005797075537487996,-7.492613111179393,0.10058594
-0.005727488884457316,-7.313043132367451,0.10839844
-0.005657903283213939,-7.136548475275353,0.11621094
-0.005588335508549115,-6.963851813455471,0.12402344
-0.005518802023518772,-6.79562588978426,0.13183594
-0.0054493190522641255,-6.6324819071195025,0.13964844
-0.005379902564879888,-6.474964677325037,0.14746094
-0.005310568207058941,-6.323550747336474,0.15527344
-0.005241331249608996,-6.178648179299649,0.16308594
-0.00517220659579365,-6.040598166224795,0.17089844
-0.005103208847117459,-5.909674450895073,0.17871094
-0.005034352391517933,-5.786077591684569,0.18652344
-0.004965651428212245,-5.669932155568055,0.19433594
-0.004897119880234226,-5.561292546187502,0.20214844
-0.00482877126754372,-5.4601534376940775,0.20996094
-0.004760618624690699,-5.366463863359894,0.21777344
-0.004692674472687183,-5.2801437004589316,0.22558594
-0.004624950838421144,-5.20109474286012,0.23339844
-0.004557459302142076,-5.129205406711852,0.24121094
-0.004490211021327063,-5.064357741645524,0.24902344
-0.004423216712033037,-5.006435966679126,0.25683594
-0.0043564866201715536,-4.955322534392503,0.26464844
-0.004290030475908934,-4.9108781092516995,0.27246094
-0.0042238573933332515,-4.872921832648198,0.28027344
-0.004157975755024442,-4.8412303279309,0.28808594
-0.004092393158848542,-4.815560978324886,0.29589844
-0.004027116441532128,-4.795683983177743,0.30371094
-0.003962151740819086,-4.781397176535989,0.31152344
-0.0038975045390425575,-4.772518748130205,0.31933594
-0.003833179643383232,-4.768872224255484,0.32714844
-0.003769181122361935,-4.770272685332955,0.33496094
-0.0037055122798751255,-4.776515887373978,0.34277344
-0.0036421757001158677,-4.787367918444249,0.35058594
-0.003579173281161982,-4.802554045878322,0.35839844
-0.0035165061964188096,-4.821751868582958,0.36621094
-0.00345417486094674,-4.844593285088947,0.37402344
-0.0033921789911918023,-4.870672076552556,0.38183594
-0.0033305177338286054,-4.899547363097935,0.38964844
-0.0032691897942523558,-4.930738750272235,0.39746094
-0.003208193533403016,-4.963725393745829,0.40527344
-0.003147527034740216,-4.997966657555209,0.41308594
-0.0030871881502723257,-5.032942757983085,0.42089844
-0.0030271745290806696,-5.068192106927162,0.42871094
-0.0029674836306101365,-5.103331154656089,0.43652344
-0.00290811272640884,-5.138060187640094,0.44433594
-0.0028490588854257785,-5.1721590288622465,0.45214844
-0.0027903189400322347,-5.20547715099032,0.45996094
-0.0027318894511038235,-5.237922928500224,0.46777344
-0.0026737666918802065,-5.269452080869762,0.47558594
-0.002615946657503965,-5.30005275478055,0.48339844
-0.002558425124648352,-5.329729154233816,0.49121094
-0.002501197776253956,-5.358492205728446,0.49902344
-0.00244426032910598,-5.386357137002675,0.50683594
-0.002387608592651534,-5.4133368709381,0.51464844
-0.0023312384741194805,-5.439431022527347,0.52246094
-0.0022751459722423375,-5.464622620882545,0.53027344
-0.002219327182785473,-5.488881689577038,0.53808594
-0.002163778350944601,-5.512163401240875,0.54589844
-0.0021084959685821873,-5.534402339641513,0.55371094
-0.0020534768539823257,-5.555513125020821,0.56152344
-0.001998718187736673,-5.575401191641794,0.56933594
-0.0019442175267850798,-5.593984736128589,0.57714844
-0.0018899727877276357,-5.611222610121695,0.58496094
-0.001835982178478898,-5.6271326315310555,0.59277344
-0.0017822441010615182,-5.641788691630979,0.60058594
-0.0017287570711208183,-5.6553043659665985,0.60839844
-0.0016755196932323538,-5.667823276402625,0.61621094
-0.0016225307022682532,-5.679521125174335,0.62402344
-0.0015697890320271754,-5.690607013819558,0.63183594
-0.001517293863838878,-5.701318809012665,0.63964844
-0.001465044646153917,-5.71191317742849,0.64746094
-0.001413041096058903,-5.722648015497804,0.65527344
-0.0013612831793554255,-5.73375952247561,0.66308594
-0.0013097710601811632,-5.745442621988333,0.67089844
-0.001258505041167401,-5.757840738794304,0.67871094
-0.0012074855335892122,-5.771043240603878,0.68652344
-0.0011567130500219694,-5.785089300715784,0.69433594
-0.0011061881712196456,-5.799977621152969,0.70214844
-0.0010559114788320082,-5.815677190151165,0.70996094
-0.001005883497481932,-5.8321352332499155,0.71777344
-0.0009561046938257323,-5.849279666668344,0.72558594
-0.0009065755411858005,-5.867015500012646,0.73339844
-0.0008572965992874311,-5.8852234429091945,0.74121094
-0.0008082685380094615,-5.903770410780235,0.74902344
-0.0007594920858735156,-5.922524837278639,0.75683594
-0.000710967969145878,-5.941360623612244,0.76464844
-0.0006626969173127295,-5.960154131178831,0.77246094
-0.0006146797222126726,-5.978796343165901,0.78027344
-0.0005669172763224894,-5.997224360195545,0.78808594
-0.0005194105410793146,-6.015445333844197,0.79589844
-0.00047216046891659,-6.033528625915724,0.80371094
-0.0004251679412976545,-6.0515779150699185,0.81152344
-0.0003784337327228829,-6.069713104211389,0.81933594
-0.00033195846943723305,-6.088068537977403,0.82714844
-0.0002857426047877741,-6.106789898146284,0.83496094
-0.00023978645682345946,-6.126020778629481,0.84277344
-0.00019409027737492287,-6.145882500266557,0.85058594
-0.00014865428727755284,-6.1664540709733195,0.85839844
-0.00010347867426779866,-6.187765253908564,0.86621094
-5.856357861499698e-05,-6.209804142769702,0.87402344
-1.3909063847681221e-05,-6.232525133117176,0.88183594
3.048491760972425e-05,-6.255855304853496,0.88964844
7.461853126380879e-05,-6.279705146948137,0.89746094
0.00011849204769859891,-6.303976405881757,0.90527344
0.00016210584907651313,-6.32856016874784,0.91308594
0.000205460456905738,-6.3533308633084715,0.92089844
0.0002485565542133245,-6.378140135407416,0.92871094
0.0002913949846598177,-6.402811872652647,0.93652344
0.0003339767201522498,-6.42714627110477,0.94433594
0.0003763028170989382,-6.450936199105743,0.95214844
0.0004183744118585545,-6.473986459124125,0.95996094
0.0004601927653942685,-6.4961263698872935,0.96777344
0.0005017593053743241,-6.517213328702409,0.97558594
0.0005430756312027559,-6.537125664275986,0.98339844
0.0005841434985222512,-6.555745087589984,0.99121094
0.0006249647894153572,-6.5729422161023034,0.99902344
0.0006655414572787101,-6.588578214048138,1.0068359
0.0007058754839481958,-6.602511460920326,1.0146484
0.0007459688832592229,-6.614593329632093,1.0224609
0.0007858237004891543,-6.624658064663138,1.0302734
0.0008254419681591191,-6.632519381083422,1.0380859
0.0008648256602474027,-6.637977883155093,1.0458984
0.0009039766769002564,-6.64083623361499,1.0537109
0.0009428968394622388,-6.640915940188177,1.0615234
0.000981587886920495,-6.638068170256389,1.0693359
0.0010200514756991206,-6.632176019992248,1.0771484
0.001058289140372275,-6.623154827356492,1.0849609
0.001096302196699106,-6.610955019737735,1.0927734
0.0011340916593224717,-6.5955637459675165,1.1005859
0.0011716582489198445,-6.577003208875609,1.1083984
0.0012090024882133895,-6.555329068226491,1.1162109
0.0012461248005170822,-6.5306308253953365,1.1240234
0.0012830255276866432,-6.503032306703979,1.1318359
0.0013197049100316023,-6.472691408739008,1.1396484
0.001356163100377543,-6.439798014318355,1.1474609
0.0013924001853371803,-6.4045643435387865,1.1552734
