Displacement (mm),Force (N),Time (s)
-0.0039112886978882756,-4.442832685482045,0.022460938
-0.0039151547802583125,-4.569037152382785,0.030273438
-0.003919157010771143,-4.695300111769397,0.038085938
-0.003923292161154618,-4.821191584520835,0.045898438
-0.003927557038392011,-4.946275844367672,0.053710938
-0.003931948604164066,-5.07012371783137,0.061523438
-0.003936463999910107,-5.192328977994988,0.069335938
-0.003941100488844601,-5.312522447778773,0.077148438
-0.003945855413048237,-5.430380215383973,0.084960938
-0.003950726204989891,-5.545623211351111,0.092773438
-0.003955710386382539,-5.658006719872005,0.10058594
-0.003960805495800759,-5.767310446586613,0.10839844
-0.003966009003694547,-5.873339754480163,0.11621094
-0.003971318287622371,-5.975934838592233,0.12402344
-0.003976730649395664,-6.074978459163074,0.13183594
-0.00398224332883732,-6.170394261066683,0.13964844
-0.003987853506298257,-6.262137270216471,0.14746094
-0.003993558304708321,-6.3501866433253795,0.15527344
-0.003999354804726503,-6.434544838461109,0.16308594
-0.004005240088441858,-6.515237678602364,0.17089844
-0.004011211306467202,-6.592310594313405,0.17871094
-0.004017265725213835,-6.665822884511705,0.18652344
-0.004023400707280424,-6.735841261430701,0.19433594
-0.0040296136350576,-6.802432228250732,0.20214844
-0.004035901846981792,-6.865656808737184,0.20996094
-0.004042262638487692,-6.925571374586202,0.21777344
-0.004048693308964842,-6.98223165795337,0.22558594
-0.004055191198556647,-7.035693815120442,0.23339844
-0.004061753700828029,-7.086013599873801,0.24121094
-0.004068378302979615,-7.133247872760723,0.24902344
-0.004075062660907466,-7.17745543595006,0.25683594
-0.004081804632841006,-7.218693549702296,0.26464844
-0.004088602243734846,-7.257014655325952,0.27246094
-0.004095453622985736,-7.2924690978243225,0.28027344
-0.004102356946645169,-7.325109043364914,0.28808594
-0.004109310415369189,-7.354986681309901,0.29589844
-0.004116312297359604,-7.382151039766495,0.30371094
-0.00412336098254091,-7.406648530115972,0.31152344
-0.00413045495660593,-7.4285265073017515,0.31933594
-0.004137592737936557,-7.447838611277571,0.32714844
-0.004144772881456577,-7.464649346769971,0.33496094
-0.004151994012447028,-7.479034329928951,0.34277344
-0.0041592548195602645,-7.491075369337446,0.35058594
-0.004166554040987643,-7.500855969526908,0.35839844
-0.004173890473004183,-7.5084612145542815,0.36621094
-0.004181262970490034,-7.5139753023066165,0.37402344
-0.0041886704382960195,-7.517473216533497,0.38183594
-0.004196111847393322,-7.5190145526540695,0.38964844
-0.004203586255092379,-7.518645265219135,0.39746094
-0.004211092771297279,-7.516404440192591,0.40527344
-0.004218630480167455,-7.512330087548989,0.41308594
-0.0042261983813838295,-7.506460500858784,0.42089844
-0.004233795382855711,-7.498833633058133,0.42871094
-0.004241420334781039,-7.489488351277174,0.43652344
-0.0042490720833044705,-7.478467446346391,0.44433594
-0.004256749520582189,-7.4658187984522275,0.45214844
-0.004264451621169635,-7.451591349808554,0.45996094
-0.004272177461869168,-7.4358285269553175,0.46777344
-0.004279926202588796,-7.418563665169878,0.47558594
-0.004287697031332939,-7.399817807347634,0.48339844
-0.004295489145523856,-7.3796004760465275,0.49121094
-0.004303301811798272,-7.357912644571612,0.49902344
-0.004311134437552399,-7.334747788107277,0.50683594
-0.004318986575818605,-7.310090411356478,0.51464844
-0.004326857880941021,-7.283914138646734,0.52246094
-0.004334748095526864,-7.256180793439103,0.53027344
-0.004342657098074717,-7.226840623224584,0.53808594
-0.0043505849441599275,-7.195831940381405,0.54589844
-0.004358531830801465,-7.163083919900284,0.55371094
-0.004366498006704867,-7.1285278287305385,0.56152344
-0.004374483706814135,-7.092108868110208,0.56933594
-0.004382489143798998,-7.053788297805788,0.57714844
-0.0043905145213585855,-7.013539199702219,0.58496094
-0.004398560051949065,-6.971344883230481,0.59277344
-0.004406626010379448,-6.927202741386919,0.60058594
-0.004414712810640899,-6.881129331447645,0.60839844
-0.0044228210377909175,-6.833159927574244,0.61621094
-0.00443095140315261,-6.783340012083823,0.62402344
-0.004439104658045187,-6.7317167280207775,0.63183594
-0.00444728154496362,-6.678339947215052,0.63964844
-0.004455482835838631,-6.6232701301562935,0.64746094
-0.0044637094182157855,-6.566583299796147,0.65527344
-0.004471962356747859,-6.508368068719277,0.66308594
-0.004480242904315699,-6.448719934162773,0.67089844
-0.004488552502713739,-6.387743075535367,0.67871094
-0.004496892807795696,-6.325559941934632,0.68652344
-0.0045052657068294045,-6.26231785385184,0.69433594
-0.004513673276474834,-6.198186017092622,0.70214844
-0.004522117674692522,-6.133349303408553,0.70996094
-0.004530601034093932,-6.068004602421008,0.71777344
-0.00453912543221029,-6.002355925302893,0.72558594
-0.004547692920519898,-5.9366095303094255,0.73339844
-0.004556305554691038,-5.8709765282158966,0.74121094
-0.004564965410211823,-5.80568141255127,0.74902344
-0.004573674591020081,-5.740969129650263,0.75683594
-0.004582435245412844,-5.677107759657046,0.76464844
-0.004591249603105756,-5.6143866060162,0.77246094
-0.004600120011944054,-5.553110255844318,0.78027344
-0.00460904892134461,-5.4935893437934284,0.78808594
-0.004618038820102014,-5.436128853074371,0.79589844
-0.004627092206979859,-5.381020665326778,0.80371094
-0.004636211621187244,-5.3285474185592,0.81152344
