Displacement (mm),Force (N),Time (s)
-0.0008425479921966876,-5.819587745218422,0.022460938
-0.0008360628807128008,-5.772664128139549,0.030273438
-0.0008294764473692545,-5.726687638211514,0.038085938
-0.0008227895494962444,-5.681832821811592,0.045898438
-0.0008160030560841189,-5.638259202495296,0.053710938
-0.0008091178610704603,-5.596111283057796,0.061523438
-0.0008021348639466923,-5.55551873712964,0.069335938
-0.0007950549603964984,-5.516595650645221,0.077148438
-0.000787879065664719,-5.479438390893166,0.084960938
-0.0007806081471240971,-5.444124097000424,0.092773438
-0.0007732432208240194,-5.410711523613625,0.10058594
-0.0007657853159991722,-5.379242884314907,0.10839844
-0.0007582354428334162,-5.349744853442947,0.11621094
-0.0007505945605409435,-5.322228671419518,0.12402344
-0.000742863542169727,-5.296690873935555,0.13183594
-0.0007350431704210642,-5.2731152995217165,0.13964844
-0.0007271341620220169,-5.251475432885177,0.14746094
-0.0007191371670669289,-5.231736254300918,0.15527344
-0.0007110527301176625,-5.213854765973627,0.16308594
-0.0007028812656803825,-5.1977794938946715,0.17089844
-0.0006946231061063878,-5.183450750487999,0.17871094
-0.0006862786155109471,-5.17080109234901,0.18652344
-0.000677848302178337,-5.159753307757392,0.19433594
-0.0006693328876873026,-5.150216602987829,0.20214844
-0.0006607333410789813,-5.142084278353442,0.20996094
-0.0006520508873189051,-5.135234549960212,0.21777344
-0.0006432869778989576,-5.129534499657805,0.22558594
-0.0006344431963240048,-5.12484501176736,0.23339844
-0.0006255211049095695,-5.121024003974175,0.24121094
-0.0006165221197255908,-5.1179291776843225,0.24902344
-0.000607447497232417,-5.115421999015992,0.25683594
-0.0005982984133287265,-5.113371402171485,0.26464844
-0.0005890760641138506,-5.111657146115321,0.27246094
-0.0005797817362795344,-5.11017348644294,0.28027344
-0.0005704168294414039,-5.108831483591184,0.28808594
-0.0005609828529107502,-5.107558991913708,0.29589844
-0.0005514814138830606,-5.106298828123016,0.30371094
-0.0005419141834765992,-5.105007146656557,0.31152344
-0.0005322828520547409,-5.10365272169384,0.31933594
-0.0005225891097874466,-5.102213049382574,0.32714844
-0.0005128346491634953,-5.100667843921747,0.33496094
-0.0005030211648549811,-5.098995856620489,0.34277344
-0.0004931503577764908,-5.0971744263826935,0.35058594
-0.0004832239531651576,-5.095178947159034,0.35839844
-0.0004732437080726621,-5.092983013036155,0.36621094
-0.0004632114017099456,-5.090559845228873,0.37402344
-0.0004531288623932584,-5.08788511644771,0.38183594
-0.000442998043534291,-5.084939511161788,0.38964844
-0.00043282105619474337,-5.081708247918208,0.39746094
-0.00042260013194390385,-5.078178108339684,0.40527344
-0.000412337623898331,-5.074334806519961,0.41308594
-0.00040203607359581524,-5.070162161222271,0.42089844
-0.00039169825018868775,-5.065641639433446,0.42871094
-0.0003813271203623898,-5.060750056548026,0.43652344
-0.0003709257886868345,-5.055456803002395,0.44433594
-0.00036049746150838006,-5.049723285044798,0.45214844
-0.00035004544265698816,-5.043504854822461,0.45996094
-0.000339573103973523,-5.036755472736837,0.46777344
-0.00032908380323155156,-5.029433906530358,0.47558594
-0.000318580814087539,-5.021507695598777,0.48339844
-0.0003080673301590066,-5.012953359420599,0.49121094
-0.0002975465343485904,-5.003754905751678,0.49902344
-0.00028702169678641116,-4.993903875566716,0.50683594
-0.00027649626476181966,-4.9833999684019075,0.51464844
-0.00026597390744964805,-4.972247904830518,0.52246094
-0.00025545850020675706,-4.960452884535113,0.53027344
-0.00024495406397955383,-4.948020636864174,0.53808594
-0.0002344646969533357,-4.934961179551633,0.54589844
-0.00022399453765918406,-4.9212910560346765,0.55371094
-0.00021354776298685023,-4.907031995926744,0.56152344
-0.0002031285951246051,-4.89220890345813,0.56933594
-0.0001927413041435655,-4.876849506114885,0.57714844
-0.00018239020863194253,-4.860983868881582,0.58496094
-0.00017207967632734748,-4.84464297741441,0.59277344
-0.00016181412755552835,-4.8278582269485915,0.60058594
-0.00015159804808926238,-4.810663251110568,0.60839844
-0.00014143601061193886,-4.793098570322161,0.61621094
-0.00013133269161980075,-4.775216953642654,0.62402344
-0.0001212928661791359,-4.7570856657909975,0.63183594
-0.00011132136914477243,-4.73878479819037,0.63964844
-0.00010142304505044433,-4.720404020249378,0.64746094
-9.160273230714088e-05,-4.702039450111477,0.65527344
-8.186529114723743e-05,-4.683790758907864,0.66308594
-7.221563213875993e-05,-4.665758461260333,0.67089844
-6.265868881079854e-05,-4.648040796898021,0.67871094
-5.3199339344773625e-05,-4.6307297069517075,0.68652344
-4.384235458936311e-05,-4.613908082271934,0.69433594
-3.459242636280069e-05,-4.597650937337563,0.70214844
-2.5454265981472352e-05,-4.58202847198072,0.70996094
-1.6432717172264437e-05,-4.567105778607937,0.71777344
-7.5328154188121885e-06,-4.5529378601953745,0.72558594
1.2402265114732603e-06,-4.539565165857271,0.73339844
9.881087092491692e-06,-4.527014484412025,0.74121094
1.838443480204693e-05,-4.515302088816434,0.74902344
2.6745026603266447e-05,-4.504434900329902,0.75683594
3.495777420000379e-05,-4.49441160331018,0.76464844
4.3017771891076655e-05,-4.48522495883092,0.77246094
5.0920316994187315e-05,-4.476864663842501,0.78027344
5.866093328684703e-05,-4.469320918302901,0.78808594
6.623536106026718e-05,-4.462586349934021,0.79589844
7.363950060508429e-05,-4.456655189025556,0.80371094
8.086933865330225e-05,-4.451522015368723,0.81152344
8.792089722776563e-05,-4.447180723656565,0.81933594
9.479024292295713e-05,-4.443623360677206,0.82714844
0.00010147356083234031,-4.44083829632111,0.83496094
0.0001079672237428934,-4.438806961134476,0.84277344
0.0001142677563474541,-4.437502085751338,0.85058594
0.00012037168770750447,-4.436891757189464,0.85839844
0.00012627539915435352,-4.436947075421811,0.86621094
0.00013197508565822535,-4.437646338965748,0.87402344
0.00013746686166583616,-4.438973919009493,0.88183594
0.00014274688710595512,-4.440918214371561,0.88964844
0.00014781137350529258,-4.443470720241715,0.89746094
0.00015265651067672339,-4.446624753395644,0.90527344
0.00015727842927762628,-4.450373852772913,0.91308594
0.00016167324299568185,-4.454710063447498,0.92089844
0.00016583715060716178,-4.45962233937211,0.92871094
0.0001697665350030402,-4.465096575113901,0.93652344
0.0001734579742595365,-4.471116769241408,0.94433594
0.0001769081353698402,-4.477665775308897,0.95214844
0.00018011366916205856,-4.4847254792556015,0.95996094
0.00018307124633696763,-4.492276394741153,0.96777344
0.00018577768887227612,-4.500296694502344,0.97558594
0.00018823006341027245,-4.508761739521066,0.98339844
0.0001904256963457883,-4.517645653460806,0.99121094
0.0001923621406728547,-4.526924260085285,0.99902344
0.00019403712127833054,-4.536576703017292,1.0068359
0.00019544847693805185,-4.546585557237605,1.0146484
0.0001965941251834904,-4.556937033834224,1.0224609
0.00019747207157377132,-4.567620367340913,1.0302734
0.00019808044672264323,-4.578626397949514,1.0380859
0.00019841751193875446,-4.589948217702661,1.0458984
0.00019848160034317624,-4.601582935101143,1.0537109
0.0001982710429385055,-4.613531933252268,1.0615234
0.00019778414163645094,-4.625801058762402,1.0693359
0.00019701919226846685,-4.638400938661635,1.0771484
0.0001959745453018203,-4.651345524915572,1.0849609
0.00019464871040137126,-4.664649770756415,1.0927734
0.00019304046257709724,-4.678327966712211,1.1005859
0.000191148848750774,-4.692393199978637,1.1083984
0.00018897310933258072,-4.706857682335454,1.1162109
