$BS_smooth;$BS_voxel;$BV_smooth;$BV_voxel;$BVTV_smooth;$BVTV_voxel;$Ct_Th_max;$Ct_Th_mean;$Ct_Th_min;$Ct_Th_stddev;$DA_lam_1;$DA_lam_2;$DA_lam_3;$DA_val01;$DA_value;$DA_vec_1x;$DA_vec_1y;$DA_vec_1z;$DA_vec_2x;$DA_vec_2y;$DA_vec_2z;$DA_vec_3x;$DA_vec_3y;$DA_vec_3z;$Po_smooth;$Po_voxel;$Po_N_value;$Po_N_value(cl);$Po_N_value(op);$Po_S_smooth;$Po_S_smooth(cl);$Po_S_smooth(op);$Po_S_voxel;$Po_S_voxel(cl);$Po_S_voxel(op);$Po_V_smooth;$Po_V_smooth(cl);$Po_V_smooth(op);$Po_V_voxel;$Po_V_voxel(cl);$Po_V_voxel(op);$SMI_smooth;$SMI_voxel;$TV_smooth;$TV_voxel;$Tb_N_mean;$Tb_Sp_max;$Tb_Sp_mean;$Tb_Sp_min;$Tb_Sp_stddev;$Tb_Th_max;$Tb_Th_mean;$Tb_Th_min;$Tb_Th_stddev;$VOI_Date;$VOI_DimSize_x;$VOI_DimSize_y;$VOI_DimSize_z;$VOI_ElementDataFile;$VOI_ElementSpacing_x;$VOI_ElementSpacing_y;$VOI_ElementSpacing_z;$VOI_Offset_x;$VOI_Offset_y;$VOI_Offset_z;$VOI_Size_x;$VOI_Size_y;$VOI_Size_z;$VOI_Time;
58411.2026366;84159.0260586;5003.3809045;5245.133131503992;0.199505632009;0.2090027236658296;1.01844584942;0.316883983728;0.195999994874;0.127141809676;1.3908715774790483;0.8195859600761928;0.7895424624447595;0.43233978231419223;1.7616171943081036;0.02927477147127584;0.027164351901615542;-0.9992022246477785;-0.00021383539517400032;0.999630811641988;0.02716973850451979;0.9995713791569507;-0.0005817230830878898;0.029269772266388536;0.000413650360729;0.000810774370206;1931;962;969;58411.2026366;64.8110832874;58346.3915533;84159.0260589;157.812928;84001.2131309;20075.514634;2.07050678189;20073.4441272;19850.8705927;4.256070224;19846.6145224;-0.031491930605;-0.0358915494199526;25078.8955385;25096.003724287988;0.754607958547;3.37211155891;1.0083074467;0.195999994874;0.390704469829;1.01844584942;0.316883983728;0.195999994874;0.127141809676;12 Apr 2021;406;449;319;C0001903_Binarized.mhd;0.098;0.098;0.098;16.366;11.074;0.784;39.788;44.002;31.262;04:46:16;
