$BS_smooth;$BS_voxel;$BV_smooth;$BV_voxel;$BVTV_smooth;$BVTV_voxel;$Ct_Th_max;$Ct_Th_mean;$Ct_Th_min;$Ct_Th_stddev;$DA_lam_1;$DA_lam_2;$DA_lam_3;$DA_val01;$DA_value;$DA_vec_1x;$DA_vec_1y;$DA_vec_1z;$DA_vec_2x;$DA_vec_2y;$DA_vec_2z;$DA_vec_3x;$DA_vec_3y;$DA_vec_3z;$Po_smooth;$Po_voxel;$Po_N_value;$Po_N_value(cl);$Po_N_value(op);$Po_S_smooth;$Po_S_smooth(cl);$Po_S_smooth(op);$Po_S_voxel;$Po_S_voxel(cl);$Po_S_voxel(op);$Po_V_smooth;$Po_V_smooth(cl);$Po_V_smooth(op);$Po_V_voxel;$Po_V_voxel(cl);$Po_V_voxel(op);$SMI_smooth;$SMI_voxel;$TV_smooth;$TV_voxel;$Tb_N_mean;$Tb_Sp_max;$Tb_Sp_mean;$Tb_Sp_min;$Tb_Sp_stddev;$Tb_Th_max;$Tb_Th_mean;$Tb_Th_min;$Tb_Th_stddev;$VOI_Date;$VOI_DimSize_x;$VOI_DimSize_y;$VOI_DimSize_z;$VOI_ElementDataFile;$VOI_ElementSpacing_x;$VOI_ElementSpacing_y;$VOI_ElementSpacing_z;$VOI_Offset_x;$VOI_Offset_y;$VOI_Offset_z;$VOI_Size_x;$VOI_Size_y;$VOI_Size_z;$VOI_Time;
97847.2230859;146135.549247;28318.1632022;27987.551669336113;0.670743870466;0.6625959458141789;3.12372589111;0.816258930038;0.195999994874;0.500093215286;1.263539429811424;0.906582343859984;0.8298782263285921;0.3432114528848168;1.5225600452265906;-0.08043072927088621;-0.12259503103046687;0.9891922746137842;0.07266525338250368;0.9890456538086204;0.12848523507833454;-0.994107971369212;0.08221406843671772;-0.07064126422476283;0.00299783713883;0.00436680243095;10189;7816;2373;97847.2230878;1873.06637345;95974.1567143;146135.549235;3485.714176;142649.835059;13900.8781472;85.1485026948;13815.7296445;14251.6920902;122.752143024;14128.9399471;-1.132309968;-0.7498865634365529;42219.0413497;42239.243759552155;0.718071565593;2.22613191605;0.576359922894;0.195999994874;0.244281850825;3.12372589111;0.816258930038;0.195999994874;0.500093215286;11 Apr 2021;544;586;312;C0001907_Binarized.mhd;0.098;0.098;0.098;8.624;3.234;0.0;53.312;57.428;30.576;22:51:00;
