Step,Frame,Ux,Uy,Uz,Fx,Fy,Fz
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
0.0,1.0,-0.005669623613357544,0.01071186177432537,0.0783500000834465,0.0,0.0,1304.0457763671875
0.0,2.0,-0.013066574931144714,0.02317044883966446,0.156700000166893,0.0,0.0,2444.566162109375
0.0,3.0,-0.026136940345168114,0.02905612252652645,0.2350499927997589,0.0,0.0,3078.881591796875
0.0,4.0,-0.03317718207836151,0.028543507680296898,0.27422499656677246,0.0,0.0,3241.60400390625
0.0,5.0,-0.0378081239759922,0.027008039876818657,0.29381251335144043,0.0,0.0,3282.478515625
0.0,6.0,-0.045466046780347824,0.023496976122260094,0.313400000333786,0.0,0.0,3277.9560546875
0.0,7.0,-0.04844489321112633,0.02227499522268772,0.318296879529953,0.0,0.0,3267.208740234375
0.0,8.0,-0.05212486535310745,0.020909953862428665,0.32319375872612,0.0,0.0,3251.7001953125
0.0,9.0,-0.05945644900202751,0.01876465603709221,0.3305390477180481,0.0,0.0,3218.67333984375
0.0,10.0,-0.07510872185230255,0.01625092700123787,0.34155702590942383,0.0,0.0,3146.99951171875
0.0,11.0,-0.08179226517677307,0.015470256097614765,0.34568876028060913,0.0,0.0,3115.581298828125
0.0,12.0,-0.09226170927286148,0.01430730801075697,0.3518863916397095,0.0,0.0,3066.2138671875
0.0,13.0,-0.10807168483734131,0.012241137214004993,0.3611827790737152,0.0,0.0,2993.27490234375
0.0,14.0,-0.11376845836639404,0.011249203234910965,0.36466893553733826,0.0,0.0,2967.8798828125
0.0,15.0,-0.1220448762178421,0.009429054334759712,0.3698981702327728,0.0,0.0,2931.5087890625
0.0,16.0,-0.13364219665527344,0.005542479921132326,0.3777420222759247,0.0,0.0,2880.81884765625
0.0,17.0,-0.14756493270397186,-0.006239861715584993,0.38950780034065247,0.0,0.0,2810.520263671875
0.0,18.0,-0.15054138004779816,-0.02453506924211979,0.3983321189880371,0.0,0.0,2755.056884765625
0.0,19.0,-0.15015900135040283,-0.032540228217840195,0.40164124965667725,0.0,0.0,2732.359375
0.0,20.0,-0.1484716385602951,-0.0448419488966465,0.40660491585731506,0.0,0.0,2698.1025390625
0.0,21.0,-0.14462101459503174,-0.06275589764118195,0.41405045986175537,0.0,0.0,2650.587646484375
0.0,22.0,-0.13711628317832947,-0.08796105533838272,0.42521873116493225,0.0,0.0,2589.1845703125
0.0,23.0,-0.12403127551078796,-0.12417411804199219,0.44197118282318115,0.0,0.0,2510.689208984375
0.0,24.0,-0.11941484361886978,-0.1374102532863617,0.448253333568573,0.0,0.0,2485.1201171875
0.0,25.0,-0.11274810880422592,-0.15766717493534088,0.45767658948898315,0.0,0.0,2447.776123046875
0.0,26.0,-0.10459202527999878,-0.18920409679412842,0.471811443567276,0.0,0.0,2393.33740234375
0.0,27.0,-0.1011003628373146,-0.21313266456127167,0.4824126064777374,0.0,0.0,2355.281982421875
0.0,28.0,-0.10145406424999237,-0.24974389374256134,0.4983143210411072,0.0,0.0,2299.119140625
0.0,29.0,-0.12160969525575638,-0.3064124286174774,0.522166907787323,0.0,0.0,2202.642822265625
0.0,30.0,-0.1259482502937317,-0.3259899616241455,0.5311116576194763,0.0,0.0,2175.87109375
0.0,31.0,-0.13087989389896393,-0.3548801839351654,0.5445287227630615,0.0,0.0,2139.16064453125
0.0,32.0,-0.13364218175411224,-0.39979857206344604,0.5646543502807617,0.0,0.0,2083.900634765625
0.0,33.0,-0.11867878586053848,-0.47782886028289795,0.594842791557312,0.0,0.0,1976.87255859375
0.0,34.0,-0.10897886008024216,-0.5133388638496399,0.6099370121955872,0.0,0.0,1934.1663818359375
0.0,35.0,-0.10643813759088516,-0.5218914151191711,0.6137105226516724,0.0,0.0,1924.43896484375
0.0,36.0,-0.10188998281955719,-0.5348843336105347,0.6193708777427673,0.0,0.0,1908.8017578125
0.0,37.0,-0.10005062073469162,-0.5397194623947144,0.6214935183525085,0.0,0.0,1902.916748046875
0.0,38.0,-0.09690552204847336,-0.5470920205116272,0.6246774196624756,0.0,0.0,1893.3199462890625
0.0,39.0,-0.08909756690263748,-0.5639105439186096,0.6294533610343933,0.0,0.0,1857.078369140625
0.0,40.0,-0.08138184249401093,-0.5746327042579651,0.6342292428016663,0.0,0.0,1838.2269287109375
0.0,41.0,-0.07365241646766663,-0.5845456719398499,0.6390051245689392,0.0,0.0,1821.1134033203125
0.0,42.0,-0.06500660628080368,-0.5986743569374084,0.6461690068244934,0.0,0.0,1804.1090087890625
0.0,43.0,-0.055630192160606384,-0.6191602349281311,0.6569147706031799,0.0,0.0,1786.962890625
0.0,44.0,-0.045553985983133316,-0.6495122909545898,0.6730334758758545,0.0,0.0,1767.0555419921875
0.0,45.0,-0.03578163683414459,-0.6948682069778442,0.6972114443778992,0.0,0.0,1742.2342529296875
0.0,46.0,-0.030190391466021538,-0.7600895762443542,0.7334784865379333,0.0,0.0,1717.2884521484375
0.0,47.0,-0.034838926047086716,-0.8599979877471924,0.7878790497779846,0.0,0.0,1678.0570068359375
0.0,48.0,-0.03761911764740944,-0.953697144985199,0.8422795534133911,0.0,0.0,1656.5513916015625
0.0,49.0,-0.039963629096746445,-0.9997763633728027,0.8694798350334167,0.0,0.0,1647.849365234375
