Step,Frame,Ux,Uy,Uz,Fx,Fy,Fz
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
0.0,1.0,-0.0050952681340277195,0.010432177223265171,0.0783500000834465,0.0,0.0,1349.2388916015625
0.0,2.0,-0.011123428121209145,0.023826560005545616,0.156700000166893,0.0,0.0,2649.5673828125
0.0,3.0,-0.01272323727607727,0.02569182962179184,0.1664937436580658,0.0,0.0,2771.791259765625
0.0,4.0,-0.015405545942485332,0.02747810073196888,0.18118438124656677,0.0,0.0,2919.84228515625
0.0,5.0,-0.019307050853967667,0.028870847076177597,0.20322030782699585,0.0,0.0,3083.473388671875
0.0,6.0,-0.02455952577292919,0.029779426753520966,0.23627421259880066,0.0,0.0,3256.379150390625
0.0,7.0,-0.03194171190261841,0.030829841271042824,0.28585508465766907,0.0,0.0,3430.93017578125
0.0,8.0,-0.042944032698869705,0.032836031168699265,0.3602263629436493,0.0,0.0,3591.159423828125
0.0,9.0,-0.053939931094646454,0.03533254936337471,0.4385763704776764,0.0,0.0,3700.2138671875
0.0,10.0,-0.06308697909116745,0.03889019414782524,0.5169263482093811,0.0,0.0,3778.94580078125
0.0,11.0,-0.07069199532270432,0.044523563235998154,0.5952763557434082,0.0,0.0,3839.86328125
0.0,12.0,-0.07737351953983307,0.05213075131177902,0.6736263632774353,0.0,0.0,3888.94873046875
0.0,13.0,-0.08349242061376572,0.06192413717508316,0.7519763708114624,0.0,0.0,3929.943603515625
0.0,14.0,-0.08908496797084808,0.07399491965770721,0.8303263783454895,0.0,0.0,3965.00146484375
0.0,15.0,-0.09430635720491409,0.08823978900909424,0.9086763858795166,0.0,0.0,3995.541259765625
0.0,16.0,-0.09908644109964371,0.10468097031116486,0.9870263934135437,0.0,0.0,4022.501220703125
0.0,17.0,-0.10341164469718933,0.12313564121723175,1.0653764009475708,0.0,0.0,4046.4990234375
0.0,18.0,-0.1074448972940445,0.14306621253490448,1.1437263488769531,0.0,0.0,4068.1220703125
0.0,19.0,-0.11098851263523102,0.16421981155872345,1.222076416015625,0.0,0.0,4087.8076171875
0.0,20.0,-0.11439989507198334,0.1862299144268036,1.3004263639450073,0.0,0.0,4105.916015625
0.0,21.0,-0.11776697635650635,0.2090434730052948,1.3787763118743896,0.0,0.0,4122.66357421875
0.0,22.0,-0.12113102525472641,0.23232680559158325,1.4571263790130615,0.0,0.0,4138.28515625
0.0,23.0,-0.12444406002759933,0.25601252913475037,1.5354763269424438,0.0,0.0,4152.96435546875
0.0,24.0,-0.12578459084033966,0.26562005281448364,1.5670000314712524,0.0,0.0,4158.6630859375
1.0,0.0,-0.12578459084033966,0.26562005281448364,1.5670000314712524,0.0,0.0,4158.6630859375
1.0,1.0,-0.12466730922460556,0.25854015350341797,1.541100025177002,0.0,0.0,3910.108642578125
1.0,2.0,-0.12354869395494461,0.25145673751831055,1.5152000188827515,0.0,0.0,3661.57666015625
1.0,3.0,-0.12242887169122696,0.2443680614233017,1.489300012588501,0.0,0.0,3413.077392578125
1.0,4.0,-0.12130742520093918,0.23727259039878845,1.4634000062942505,0.0,0.0,3164.62158203125
1.0,5.0,-0.12018412351608276,0.23016896843910217,1.4375,0.0,0.0,2916.2197265625
1.0,6.0,-0.11905740946531296,0.22305828332901,1.4115999937057495,0.0,0.0,2667.88525390625
1.0,7.0,-0.11792754381895065,0.21593907475471497,1.385699987411499,0.0,0.0,2419.64208984375
1.0,8.0,-0.11679234355688095,0.20880794525146484,1.3597999811172485,0.0,0.0,2171.5146484375
1.0,9.0,-0.11564666777849197,0.2016700655221939,1.333899974822998,0.0,0.0,1923.524169921875
1.0,10.0,-0.11447717994451523,0.1945239007472992,1.3079999685287476,0.0,0.0,1675.728271484375
1.0,11.0,-0.11327458918094635,0.18736356496810913,1.282099962234497,0.0,0.0,1428.313720703125
1.0,12.0,-0.11206530034542084,0.1802632361650467,1.2561999559402466,0.0,0.0,1182.453125
1.0,13.0,-0.110842764377594,0.1732478141784668,1.230299949645996,0.0,0.0,940.2080688476562
1.0,14.0,-0.1095622181892395,0.16630858182907104,1.2043999433517456,0.0,0.0,702.295654296875
1.0,15.0,-0.10816371440887451,0.15942202508449554,1.1785000562667847,0.0,0.0,469.9757995605469
1.0,16.0,-0.10674136877059937,0.15249338746070862,1.1526000499725342,0.0,0.0,245.59725952148438
1.0,17.0,-0.105361707508564,0.14526918530464172,1.1267000436782837,0.0,0.0,31.533903121948242
1.0,18.0,-0.10415897518396378,0.13756024837493896,1.1008000373840332,0.0,0.0,-169.48545837402344
1.0,19.0,-0.10318700224161148,0.12921974062919617,1.0749000310897827,0.0,0.0,-354.9105224609375
1.0,20.0,-0.10273191332817078,0.1200125589966774,1.0490000247955322,0.0,0.0,-523.8060913085938
