BV/TV,Degree of Anisotropy,Max Ct Th,Max Tb Sp,Max Tb Th,Mean Ct Th,Mean Tb N,Mean Tb Sp,Mean Tb Th,Min Ct Th,Min Tb Sp,Min Tb Th,PN,PV,SMI,Scan,Std Ct Th,Std Tb Sp,Std Tb Th,TV,cPN,m1,m11,m12,m13,m2,m21,m22,m23,m3,m31,m32,m33,oPN
0.5486356405141289,1.8086278165935443,1.8490601778,1.6631150245700002,1.8490601778,0.528983752576,0.8918215045029999,0.592316860776,0.528983752576,0.195999994874,0.195999994874,0.195999994874,1926.0,11776.3223061,-0.4448555805466656,C0001899,0.21828067656999997,0.210238714791,0.21828067656999997,26090.501074400003,1357.0,1.4152278435283443,-0.036435421595849116,-0.006932485162473428,-0.999311963654296,0.8022851071494504,-0.9792647128559206,-0.1991613458601885,0.03708612234204978,0.7824870493222049,0.19928141460844886,-0.979942191644298,-0.00046778951000559464,569.0
0.5476646873274835,1.8928485988463,2.7439999580400003,3.5225512981400002,2.7439999580400003,0.670843060625,0.6862017798019999,0.786454237975,0.670843060625,0.195999994874,0.195999994874,0.195999994874,2586.0,10363.1385183,-0.4811385703694249,C0001900,0.44737865643200003,0.553215424583,0.44737865643200003,22910.30177844805,1329.0,1.4511410905476694,0.05551952608476094,-0.045939021891968516,-0.9974002148039336,0.7822148728230166,0.5131204409439607,0.8582465444559783,-0.010967315753995208,0.7666440366293145,0.8565191155536453,-0.5111775378447118,0.0712216925818207,1257.0
0.38284348829566417,1.883060673441037,1.7198929786700001,4.900000095369999,1.7198929786700001,0.48945305355400004,0.709599364075,0.9197928542460001,0.48945305355400004,0.195999994874,0.195999994874,0.195999994874,2201.0,17473.175832,-0.17520677978124788,C0001901,0.214587587649,0.653306629811,0.214587587649,28312.389970255987,1379.0,1.4338770059384829,-0.00304308592995954,0.005237594679198702,0.9999816534467016,0.8046621308179189,0.6024412826082829,-0.79814054908234,0.00601372761503261,0.7614608632435981,0.7981574034219752,0.6024485301770746,-0.000726532981276112,822.0
0.2090027236658296,1.7616171943081036,1.01844584942,3.37211155891,1.01844584942,0.316883983728,0.754607958547,1.0083074467,0.316883983728,0.195999994874,0.195999994874,0.195999994874,1931.0,19850.8705927,-0.0358915494199526,C0001903,0.127141809676,0.39070446982900003,0.127141809676,25096.003724287988,962.0,1.3908715774790483,0.029274771471275836,0.027164351901615542,-0.9992022246477784,0.8195859600761928,-0.00021383539517400032,0.9996308116419879,0.02716973850451979,0.7895424624447595,0.9995713791569508,-0.0005817230830878898,0.02926977226638854,969.0
0.2633363727530701,1.6560665222506723,1.255012393,2.35199999809,1.255012393,0.340359173755,0.88313711344,0.7919678282260001,0.340359173755,0.195999994874,0.195999994874,0.195999994874,1939.0,18679.7030335,-0.08485941565572781,C0001904,0.14601492135,0.289198756264,0.14601492135,25357.167562832026,1263.0,1.3491389598719024,-0.06361020192481139,0.02077719210936758,-0.9977585131178462,0.8361963260329425,-0.9965455988120228,-0.054810297045306884,0.06239151245315425,0.8146647140951554,0.05339112004323957,-0.9982805916303568,-0.024191913414873097,676.0
0.6188212036839887,1.5955725394540319,2.49467277527,2.12006425858,2.49467277527,0.691470689982,0.761612128045,0.6215336112600001,0.691470689982,0.195999994874,0.195999994874,0.195999994874,3874.0,10155.2668532,-0.6154079260095232,C0001906,0.35102446414000005,0.252269092973,0.35102446414000005,26641.74122853602,2451.0,1.3155063118961998,0.08635922050420426,0.024107324074982863,0.9959723499976544,0.8600207924081053,-0.5792807202431021,0.8145568392305013,0.030512338773819092,0.8244728956956953,-0.8105405185359569,-0.5795826020411244,0.08430940174560506,1423.0
0.6625959458141789,1.5225600452265906,3.12372589111,2.22613191605,3.12372589111,0.8162589300380001,0.718071565593,0.576359922894,0.8162589300380001,0.195999994874,0.195999994874,0.195999994874,10189.0,14251.6920902,-0.7498865634365529,C0001907,0.500093215286,0.244281850825,0.500093215286,42239.243759552155,7816.0,1.263539429811424,-0.08043072927088621,-0.12259503103046687,0.9891922746137842,0.9065823438599839,0.07266525338250368,0.9890456538086204,0.12848523507833454,0.8298782263285921,-0.9941079713692119,0.08221406843671772,-0.07064126422476283,2373.0
0.5845590504066054,1.5879791527423803,2.40049982071,2.2688639164,2.40049982071,0.657587766565,0.7420219062360001,0.6900813407709999,0.657587766565,0.195999994874,0.195999994874,0.195999994874,11602.0,18856.4833621,-0.5411013520033869,C0001909,0.30694539576900004,0.298673411283,0.30694539576900004,45389.08208396862,7841.0,1.312053719857037,-0.07739973482815822,-0.0895236437496926,-0.9929727077106948,0.8617051310755026,-0.2145133313437694,0.9741294830731068,-0.07110401453870317,0.8262411490674607,0.973649480934658,0.2075024515939515,-0.09460137873292866,3761.0
0.43826731504097655,1.544509214571229,2.16489052773,4.74465751648,2.16489052773,0.605438522188,0.594727776345,1.07600303776,0.605438522188,0.195999994874,0.195999994874,0.195999994874,4851.0,14745.7548303,-0.28700074999221514,C0001910,0.29432529654399997,0.84633868883,0.29432529654399997,26250.48394936861,1706.0,1.2954045171424708,0.04137240286247891,-0.02650454215517944,0.998792187357575,0.8658795302938613,-0.7972452235420266,-0.6034158361963916,0.017011236487490568,0.8387159525636679,0.6022361478862005,-0.7969860964110683,-0.04609538270410183,3145.0
0.25538940230302337,1.7437869956801575,1.3148078918500001,5.19307518005,1.3148078918500001,0.44866319716200004,0.5882078036689999,1.25141625395,0.44866319716200004,0.195999994874,0.195999994874,0.195999994874,678.0,22131.251747799997,-0.02235963650344013,C0001911,0.153107262467,0.7892462576929999,0.153107262467,29721.913462304063,185.0,1.367307625643349,0.02840982211426148,-0.004748781434339339,0.999585079461636,0.8485899415305389,-0.7877946042829512,-0.6156303667651774,0.019465687227567828,0.7841024328261124,0.6152824907878532,-0.7880207488330885,-0.021231013598827758,493.0
