BV/TV,Degree of Anisotropy,Max Ct Th,Max Tb Sp,Max Tb Th,Mean Ct Th,Mean Tb N,Mean Tb Sp,Mean Tb Th,Min Ct Th,Min Tb Sp,Min Tb Th,PN,PV,SMI,Scan,Std Ct Th,Std Tb Sp,Std Tb Th,TV,cPN,m1,m11,m12,m13,m2,m21,m22,m23,m3,m31,m32,m33,oPN
0.6494131151724666,1.7262742512541476,2.63691020012,1.39971995354,2.63691020012,0.6572829263759999,0.857563353784,0.508811678282,0.6572829263759999,0.195999994874,0.195999994874,0.195999994874,6990.0,14977.598655700001,-0.673646196413632,C0001912,0.39524878068400005,0.173990907888,0.39524878068400005,42721.503010816064,5488.0,1.3861182008459851,-0.0941672532466645,0.03506779422310731,0.9949385801265846,0.8109281550045053,0.13572251196182064,0.9905011368356156,-0.022065757954958375,0.8029536441495102,-0.9862615921563364,0.13295769152508366,-0.09803226051442873,1502.0
0.2367745827063693,1.7736088185212378,1.3001168966299999,6.025207042690001,1.3001168966299999,0.437207107774,0.571873741944,1.3114306188,0.437207107774,0.195999994874,0.195999994874,0.195999994874,762.0,21276.527056799998,-0.0013199443313645044,C0001915,0.146863317444,0.895119975225,0.146863317444,27877.120670784,240.0,1.3724485807393518,-0.03088017994555776,0.008764161051817635,-0.9994846692008776,0.8537344611990371,0.9995216050831404,-0.0014549408454335422,-0.03089407903076557,0.7738169580616109,0.001724951753778184,0.9999605355353752,0.008715039486602976,522.0
0.4371163432604959,1.7881838211492762,2.31910324097,3.23845124245,2.31910324097,0.58269275968,0.7007864613670001,0.844275446939,0.58269275968,0.195999994874,0.195999994874,0.195999994874,2664.0,22650.7342015,-0.23905857571635994,C0001916,0.332487349212,0.336528031325,0.332487349212,40240.525604776114,1645.0,1.4014686156946117,0.0039743402879717634,-0.008558167378025559,0.9999554802041964,0.8147928228000735,0.7961837750727572,-0.6049973566767629,-0.008342345295112909,0.7837385615053152,0.6050418175053429,0.7961814844526713,0.004409408641984003,1019.0
0.3328750243110148,1.7562109986619288,1.96977555752,7.1291208267199995,1.96977555752,0.590829614326,0.537454813405,1.26979192084,0.590829614326,0.195999994874,0.195999994874,0.195999994874,1163.0,16917.0113613,-0.0987804799447983,C0001918,0.355249639146,1.11204930145,0.355249639146,25358.084283840093,718.0,1.3976888366271465,-0.042312300886241085,-0.05362496185254815,0.9976642885560378,0.8064564296921873,0.9799974165057491,-0.19658145892170126,0.030996671599916526,0.7958547336806664,-0.19446010602632655,-0.9790199658201706,-0.060870137914268464,445.0
0.5960229717708885,1.793251602154285,2.14707255363,1.76399993896,2.14707255363,0.620714758119,0.8088324826090001,0.615635192583,0.620714758119,0.195999994874,0.195999994874,0.195999994874,4303.0,14731.0712939,-0.5466169934831177,C0001919,0.243790619421,0.231953598171,0.243790619421,36465.121193984014,2897.0,1.3908213718451492,-0.04794967151766442,-0.020028970428558026,0.9986489219665337,0.8335923299609365,0.9834417174411629,-0.17587891243211787,0.043692065161437726,0.7755862981939149,-0.1747661792159011,-0.984208031111953,-0.02813066115484337,1406.0
0.2879730891848299,1.7593415540846686,1.76399993896,9.800000190730001,1.76399993896,0.48327250798999993,0.459527500995,1.69287581357,0.48327250798999993,0.195999994874,0.195999994874,0.195999994874,1639.0,21465.9946536,-0.09793155360126728,C0001920,0.220239526014,2.0113334589300003,0.220239526014,30147.729429327974,1001.0,1.3817125899075644,-0.03021130590088505,-0.027797994042866724,0.9991569188685808,0.8329296228568427,-0.2698774731488945,-0.962260840035528,-0.034931722271986085,0.7853577872355928,0.9624206078854144,-0.27070527749069145,0.02156910420385908,638.0
0.5563752601468686,1.7655707780365195,2.05566525459,1.7748554945,2.05566525459,0.553567846109,0.865332516945,0.602057281132,0.553567846109,0.195999994874,0.195999994874,0.195999994874,2771.0,12219.8778599,-0.4621970364020158,C0001922,0.261545200718,0.229686061267,0.261545200718,27545.52837607209,1632.0,1.3981599649892218,-0.003274971865028604,-0.01410534612357672,0.9998951513883928,0.8099375055952729,-0.9973841259553684,-0.07215640724834113,-0.004284645289511432,0.7919025294155054,-0.07220927815404805,0.997293583707298,0.01383213811114174,1139.0
0.5178610404425864,1.91756760818445,2.63691020012,2.28573298454,2.63691020012,0.69564128112,0.677709898043,0.7799163326719999,0.69564128112,0.195999994874,0.195999994874,0.195999994874,3715.0,18493.2284273,-0.38179723724893855,C0001923,0.460623425944,0.317717040193,0.460623425944,38356.635697576094,2468.0,1.4156938471649554,-0.11205463452455901,-0.016276648706469398,-0.9935687342043596,0.8460303073719836,-0.981868530472421,-0.15203332018204288,0.11322569682873652,0.7382758454630615,0.15289848838198508,-0.9882413370535108,-0.0010545089821168373,1247.0
0.6152202583558933,1.7020607089382531,2.64418458939,1.8594191074400002,2.64418458939,0.769955696644,0.703895942502,0.650708835737,0.769955696644,0.195999994874,0.195999994874,0.195999994874,4358.0,10179.0667753,-0.6021188585531269,C0001925,0.460247990278,0.276210757632,0.460247990278,26454.2689588241,2412.0,1.3610642059874705,-0.017523403721220982,-0.008451016904139309,0.99981073740749,0.8392791197000701,-0.8014577487542593,-0.5977463409242814,-0.019099446939303592,0.7996566743124593,0.5977946196510789,-0.8016407501025121,0.003701417472223051,1946.0
0.2923442729680112,1.7681936456949947,1.67462468147,11.3680000305,1.67462468147,0.5035878260760001,0.4110897355,1.9289710866,0.5035878260760001,0.195999994874,0.195999994874,0.195999994874,1701.0,20470.756585299998,-0.08772043379922058,C0001926,0.232368002706,2.60207409834,0.232368002706,28927.564355759994,1120.0,1.392456935346082,-0.02351767810142841,-0.017349058939596203,0.9995728732666908,0.8200405539779609,-0.9996650928050778,-0.010392384659765221,-0.023700222954619744,0.7875025106759571,-0.010799122359375595,0.9997954833339636,0.017098843857797166,581.0
0.5224450698762692,1.522464112879632,2.1559998989099998,1.8070306778,2.1559998989099998,0.624292076955,0.7545692290780001,0.7009673710359999,0.624292076955,0.195999994874,0.195999994874,0.195999994874,2620.0,14008.538901700002,-0.389506086040193,C0001927,0.32635065706300004,0.264265729418,0.32635065706300004,29333.87976573609,1663.0,1.27007071928127,-0.07006091737376445,-0.08664843735392158,0.9937723663701209,0.8957088163170948,0.1950212102631356,0.9758069287725852,0.09883099365541367,0.8342204644016351,-0.9782935118890692,0.20073087969601972,-0.0514676454893118,957.0
0.3605304856466684,1.938185457459164,1.61625730991,5.35693502426,1.61625730991,0.499011406704,0.6947890527330001,0.940274367973,0.499011406704,0.195999994874,0.195999994874,0.195999994874,2106.0,17368.2677481,-0.13049002880997068,C0001929,0.21923344434999997,0.627920693365,0.21923344434999997,27160.43119854396,1281.0,1.4599044061764015,-0.01718746959567185,-0.007845770647411786,0.9998215014550575,0.7868630274776296,-0.7037664868007913,-0.7102115586547122,-0.01767127639181031,0.7532325663459687,0.7102234317065078,-0.7039445900326199,0.006685149126098837,825.0
0.4211920105959254,1.6829491446194536,2.2688639164,2.42438602448,2.2688639164,0.589914863467,0.706541602607,0.825429960263,0.589914863467,0.195999994874,0.195999994874,0.195999994874,1848.0,17449.605560699998,-0.2048493129881736,C0001930,0.33865922151,0.315183557524,0.33865922151,30147.48566060008,936.0,1.3464997948279989,-0.04815864155017306,0.05062370228826064,0.9975560064531072,0.8534167331711479,0.12696759817301545,-0.9903029530981532,0.05638519397193465,0.8000834720008535,0.9907370863444134,0.12937272452764714,0.041264075054165454,912.0
0.5299308671345118,1.7932584106140843,2.55552721024,5.01239109039,2.55552721024,0.640561264304,0.645822130015,0.907852692921,0.640561264304,0.195999994874,0.195999994874,0.195999994874,2843.0,11526.7078346,-0.45873592283380604,C0001931,0.374787488111,0.814565597766,0.374787488111,24521.30341835999,1641.0,1.408606517602789,-0.043248161250526135,0.055927378962889435,-0.997497731742178,0.8058923469973073,0.9742842255869506,-0.21863213173706705,-0.054499896738816035,0.7855011353999033,0.2211330918720288,0.9742033254174656,0.04503372541405542,1202.0
0.4465249502964664,1.7124791914570043,2.19134664536,1.96977555752,2.19134664536,0.513514764789,0.824373224095,0.699528030357,0.513514764789,0.195999994874,0.195999994874,0.195999994874,1967.0,16083.1105433,-0.2545738433884941,C0001933,0.224032099008,0.24331398346000002,0.224032099008,29058.420161904098,920.0,1.3785141534266827,0.014323903069949932,-0.003321280764328323,0.999891891603751,0.8165042968390854,-0.44776733863204016,-0.8941434707251865,0.003444446820207179,0.8049815497342315,0.894035366333582,-0.4477682691455505,-0.01429478545398926,1047.0
